File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlMember::GetValue(::Platform::Object^ instance),6,6,4,2,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,"::XamlTypeInfo::InfoProvider::XamlMember::SetValue(::Platform::Object^ instance, ::Platform::Object^ value)",7,7,5,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\App.g.hpp,::SDKSample::App::InitializeComponent(),13,13,7,1,0,1,0,2,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\App.g.hpp,::SDKSample::App::GetXamlType(Windows::UI::Xaml::Interop::TypeName type),6,6,4,2,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\App.g.hpp,::SDKSample::App::GetXamlType(::Platform::String^ fullName),6,6,4,2,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\App.g.hpp,::SDKSample::App::GetXmlnsDefinitions(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\App.g.hpp,main(::Platform::Array<::Platform::String^>^ args),7,7,6,0,0,2,0,4,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\App.g.hpp,"::SDKSample::App::Connect(int connectionId, Platform::Object^ target)",4,4,4,0,0,2,0,4,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\CapturePhoto.g.hpp,::SDKSample::CameraCapture::CapturePhoto::InitializeComponent(),25,13,12,1,3,0,9,44,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\CapturePhoto.g.hpp,"::SDKSample::CameraCapture::CapturePhoto::Connect(int connectionId, Platform::Object^ target)",15,15,9,3,0,2,0,4,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\CaptureVideo.g.hpp,::SDKSample::CameraCapture::CaptureVideo::InitializeComponent(),25,13,12,1,3,0,9,44,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\CaptureVideo.g.hpp,"::SDKSample::CameraCapture::CaptureVideo::Connect(int connectionId, Platform::Object^ target)",15,15,9,3,0,2,0,4,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\MainPage.g.hpp,::SDKSample::MainPage::InitializeComponent(),39,20,19,1,3,0,16,79,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\MainPage.g.hpp,"::SDKSample::MainPage::Connect(int connectionId, Platform::Object^ target)",19,19,11,4,0,2,0,4,
